epoch_id,median_real,median_fake,mean_real,mean_fake,gen_loss,disc_loss,time
84,882.6227,683.8025,921.072,703.08624,1459.0953,2010.6825,250.36
85,880.6154,684.9958,920.74207,703.59296,1456.0941,2011.4805,242.22
86,882.56256,684.46155,921.5085,702.76904,1460.1534,2010.8328,243.33
87,879.69916,684.4604,921.76917,702.6702,1460.0219,2009.8969,238.77
88,882.99054,684.31085,922.694,702.1341,1463.0164,2008.9523,245.0
89,881.3544,684.0303,922.5667,701.6213,1464.9982,2008.2006,243.44
90,882.19775,681.82355,922.57983,701.5142,1465.2643,2008.4929,244.06
91,883.39966,681.69556,923.3456,701.22363,1466.4902,2006.947,241.06
92,884.5965,682.5079,923.07477,701.0694,1466.4432,2007.6028,238.35
93,887.1567,679.61957,925.6367,699.64557,1471.584,2003.4491,235.15
94,888.8846,680.0852,925.84485,698.58344,1475.1075,2000.1594,234.51
95,885.25226,679.9274,925.06213,699.02637,1475.5806,2004.3833,234.33
96,884.3764,682.90717,923.98065,701.0696,1469.3618,2008.4893,235.19
97,889.3614,681.06805,925.2858,699.0455,1474.989,2001.7726,234.85
98,886.82874,682.1103,925.19305,699.98724,1472.4283,2003.9325,234.41
99,888.6118,678.2811,927.2907,697.3734,1480.9991,1998.8575,235.18
100,889.18384,678.2372,927.2022,696.87164,1482.756,1998.258,233.8
101,889.47845,678.0398,927.33545,697.45886,1482.0697,2001.0371,234.34
102,889.98676,676.26697,928.169,696.4086,1484.547,1998.2646,234.68
103,886.59283,677.7066,925.748,698.498,1478.4827,2003.2072,234.45
104,889.09717,679.92847,926.3559,698.61755,1478.1495,2002.9274,235.46
105,889.03595,678.7761,926.91583,696.6861,1485.634,2000.1335,234.48
106,890.26074,677.71234,928.2668,696.363,1485.9911,1997.2473,234.79
107,890.02386,677.3665,927.86926,696.35767,1486.9774,2000.0209,234.26
108,890.8883,676.94275,928.81744,696.5131,1486.8939,1998.7274,232.06
109,888.4604,677.413,928.21075,696.9152,1483.5629,1998.1272,231.9
110,891.45026,675.82574,928.951,695.5393,1489.9661,1997.3958,239.04
111,893.68823,675.5345,929.285,695.84674,1490.0939,1997.045,232.16
112,893.12445,675.83453,929.0961,695.30035,1490.8191,1997.6514,228.34
113,893.7312,673.3281,930.3906,694.183,1495.1069,1996.0995,225.21
114,891.4505,676.6828,927.61096,696.344,1489.3938,2002.166,224.34
115,892.6379,677.3375,928.3525,695.9817,1489.0043,1997.96,225.39
116,893.7557,674.2475,929.4125,695.0715,1492.1519,1997.9568,225.61
117,894.1425,676.4806,929.5676,695.7332,1489.1543,1996.1819,225.68
118,893.49664,675.785,928.7648,695.6515,1490.5212,1999.3115,223.93
119,896.7743,672.25024,932.1432,693.123,1500.7534,1991.4995,223.98
120,898.35944,671.8719,932.1004,691.9102,1503.4036,1988.6779,225.09
121,892.60535,674.9431,928.88055,694.84406,1496.3088,2001.2437,224.63
122,897.30145,672.20374,931.80096,693.1523,1500.9117,1992.6608,224.08
123,896.7667,673.20435,930.91376,693.6974,1499.381,1995.0704,225.74
124,895.9618,672.56586,931.6207,693.24286,1500.7012,1993.0634,225.52
125,897.6048,673.7224,931.0614,693.8023,1498.7222,1996.8389,224.64
126,899.606,669.24866,933.8518,691.2084,1506.6941,1987.2445,225.32
127,902.38184,670.5281,933.2119,691.0488,1508.584,1989.0902,225.63
128,901.383,669.0188,933.7135,690.86304,1509.326,1988.7354,224.27
129,900.7612,667.37714,934.2976,689.70825,1512.9854,1986.0532,223.07
130,902.6962,666.7595,936.1252,688.729,1516.647,1982.5012,227.04
131,903.64734,668.92706,934.68964,690.20544,1511.6313,1986.7434,223.13
132,900.73065,668.1424,933.93335,690.4108,1510.0923,1988.2,223.43
133,901.59564,669.7907,934.5792,690.6802,1509.8075,1986.8782,226.19
134,900.1519,668.6017,934.81714,689.1967,1515.3258,1985.3004,226.07
135,902.1085,669.09174,935.7399,689.5524,1515.0558,1983.1307,225.24
136,905.5862,665.33826,937.30396,687.5382,1520.7013,1980.4312,226.36
137,898.7885,668.67487,933.40857,691.0555,1511.049,1990.7052,237.18
138,903.5963,667.07245,936.15375,688.76306,1518.6829,1984.961,233.27
139,905.35876,666.0822,936.19995,687.61,1522.9205,1983.6733,226.91
140,903.4727,666.70654,935.88696,689.5992,1515.5103,1986.725,226.89
141,902.3389,669.9745,934.24194,689.9944,1514.1082,1989.5004,227.06
142,902.97614,669.54083,934.5679,690.66437,1513.766,1989.5072,227.29
143,905.37823,668.4968,935.65533,688.9353,1517.2788,1984.8937,227.81
144,905.6032,667.448,936.18677,688.60345,1519.0325,1985.189,227.45
145,906.3274,666.30023,937.7642,687.0458,1523.7422,1980.5265,228.03
146,910.45013,661.66394,940.7929,683.7545,1535.2313,1971.5673,227.46
147,903.439,668.18384,935.34424,689.5206,1518.6215,1988.3696,227.16
148,905.4411,663.94037,938.71423,685.8092,1529.5726,1977.3788,228.04
149,906.02423,667.3547,936.6721,688.2051,1521.7617,1985.6986,227.53
150,905.4588,664.9904,938.06616,686.84814,1526.8923,1979.1761,226.61
151,906.3002,665.53906,937.3902,687.2947,1526.1934,1983.987,226.87
152,907.29846,664.7394,938.51184,686.1017,1528.0808,1978.1372,227.46
153,906.1056,664.6907,937.423,686.847,1526.7765,1984.1255,235.36
154,907.0293,664.9937,938.6753,686.6034,1528.1484,1979.6746,235.77
155,909.1115,663.21216,939.5589,685.52527,1533.1206,1977.7198,232.26
156,906.66644,664.2548,937.5352,687.5692,1524.4739,1984.8304,227.46
157,909.6735,661.7994,940.0982,684.77997,1535.0745,1977.5781,236.05
158,908.9381,665.1459,937.8607,686.76135,1527.5361,1981.7635,235.63
159,909.0812,662.4353,939.6511,684.3477,1535.0107,1974.2921,235.88
160,912.3736,662.0348,940.7172,684.20215,1536.665,1973.078,235.11
161,907.57855,663.13214,938.78796,685.67303,1531.105,1980.3949,228.27
162,908.1875,664.5996,938.7181,685.45074,1533.144,1980.0994,228.12
163,912.1122,661.5216,940.5425,684.18915,1538.0524,1977.3171,228.69
164,909.1598,661.99567,941.43695,683.52,1539.005,1970.6088,227.43
165,908.5135,662.17847,939.52344,684.6332,1535.7509,1977.5653,227.6
166,910.4798,661.9478,939.99835,683.7628,1538.776,1980.0273,228.33
167,912.3126,663.6343,939.89777,685.517,1531.359,1979.1283,228.64
168,909.9388,662.11127,939.8776,685.32513,1533.9153,1979.4673,227.58
169,908.70886,662.7061,939.3456,684.8579,1535.0038,1982.0773,227.94
170,908.8941,662.47186,939.8617,685.1292,1534.4468,1978.6592,227.35
171,908.7408,664.00793,939.84406,685.2247,1534.3937,1976.381,228.33
172,910.77374,661.88275,939.81976,684.533,1537.4266,1978.2806,227.88
173,913.92834,660.3127,941.41895,683.27405,1540.258,1973.2727,227.64
174,915.1714,658.4956,943.5814,681.76965,1546.7422,1969.5258,227.62
175,910.8909,660.2909,941.46985,682.7229,1541.7754,1972.0603,227.25
176,913.6705,660.6408,941.6229,682.91376,1542.2788,1971.8743,227.89
177,912.43896,661.1073,941.2705,683.44006,1540.522,1975.8903,227.18
178,912.5611,660.07733,941.88635,682.7135,1544.0292,1974.5453,227.71
179,909.53766,660.57733,940.7193,684.1388,1538.3336,1977.1365,227.69
180,914.5528,660.96533,943.87933,681.6734,1548.6261,1968.5221,227.59
181,912.5459,660.7875,941.3784,683.53894,1541.2231,1976.5532,226.19
182,910.79944,662.66174,940.16254,684.84076,1536.0099,1977.5332,227.36
183,910.04333,662.0556,940.0042,684.45465,1537.746,1979.9316,227.32
184,914.0427,660.8936,941.24634,683.2541,1543.4348,1975.6614,227.26
185,913.41144,660.0523,941.9601,682.8124,1543.842,1975.2948,227.28
186,909.32434,662.39374,940.36896,683.90674,1540.2433,1976.8693,230.24
187,911.8722,661.18616,941.0385,684.0571,1540.6093,1976.5024,230.72
188,911.6845,662.4832,941.20044,683.79706,1539.9331,1975.2997,234.26
189,914.04156,658.7658,943.00006,681.2191,1548.6987,1970.4838,233.73
190,914.6421,660.0438,943.0351,682.5485,1545.4014,1970.4203,231.3
191,916.32336,656.1933,943.5236,680.72974,1551.6039,1969.1355,234.7
192,913.76764,662.68494,941.73566,683.44836,1541.2832,1974.6926,235.81
193,912.7651,660.5297,940.4455,683.79486,1541.5745,1978.2856,236.15
194,911.71954,660.6438,941.08954,683.1974,1541.8544,1974.8069,235.04
195,913.03674,660.01636,942.0235,682.5627,1546.4623,1973.3624,240.96
