epoch_id,median_real,median_fake,mean_real,mean_fake,gen_loss,disc_loss,time
82,1009.67145,571.97253,1013.43506,611.1128,1834.5779,1809.0544,295.44
83,1009.05365,573.82733,1013.37317,611.9357,1832.7876,1809.67,292.97
84,1007.9934,574.8118,1011.93195,612.84973,1826.8627,1814.1564,301.3
85,1013.11755,572.9687,1014.0592,610.8065,1836.7191,1806.047,295.95
86,1016.1036,568.1687,1016.95404,608.13416,1851.6062,1801.938,293.42
87,1016.4839,569.3467,1016.3702,608.6445,1850.0966,1801.267,296.95
88,1017.0776,570.1983,1016.8696,607.8819,1850.9946,1797.8456,290.9
89,1012.6199,567.8909,1015.34735,608.7403,1846.6342,1803.7229,289.98
90,1014.9324,567.8771,1016.98267,607.5848,1857.2876,1799.0016,294.45
91,1016.2789,569.31,1017.79663,607.9794,1854.1893,1798.3682,279.88
92,1015.6622,568.57733,1016.07495,608.8064,1850.6989,1804.1136,275.1
93,1022.5216,564.7485,1019.89124,605.72437,1859.9651,1792.29,274.2
94,1016.58496,567.66315,1015.92346,607.9166,1848.7731,1801.1055,274.42
95,1022.547,565.6409,1019.03986,605.7728,1863.3611,1793.2795,274.69
96,1018.04565,564.8467,1018.5018,606.7514,1855.515,1797.1022,275.05
97,1019.59015,564.8473,1018.223,605.7751,1860.2559,1796.0875,274.56
98,1018.36035,567.4407,1017.41724,606.99603,1862.522,1797.2102,273.27
99,1023.2646,565.5898,1018.85645,606.543,1863.8142,1797.3955,277.83
100,1019.32697,564.80383,1018.746,606.10846,1863.2373,1796.2454,285.83
101,1025.7805,559.0611,1022.62463,602.4483,1876.5697,1784.2085,285.33
102,1024.5691,564.44434,1020.7833,604.4452,1870.1403,1790.3752,287.38
103,1019.759,563.423,1017.3786,606.2452,1863.3624,1799.1575,278.28
104,1027.0718,563.636,1019.9814,605.68097,1869.6956,1796.6437,277.01
105,1025.1842,562.52655,1021.16156,604.0096,1872.4998,1789.4907,279.56
106,1022.291,565.5616,1019.2929,606.0528,1867.1545,1796.0228,274.65
107,1023.5833,566.1147,1020.35236,605.4443,1868.4208,1791.0817,277.58
108,1023.13245,565.7784,1018.446,607.0598,1860.9026,1800.2893,283.92
109,1027.9224,561.131,1021.3759,603.9111,1872.4012,1789.7578,284.66
110,1025.7675,562.1926,1020.7366,604.01746,1878.1292,1792.6174,283.13
111,1023.96106,565.10693,1019.7801,605.3366,1868.1376,1794.2594,283.25
112,1027.9938,557.63153,1022.49927,601.7024,1883.4263,1786.0034,283.06
113,1025.2733,564.5526,1018.32635,606.1392,1863.7959,1797.0725,295.87
114,1027.1245,560.5247,1021.3549,603.66327,1877.5532,1790.0652,299.01
115,1028.5906,562.2173,1020.71814,604.2395,1871.8518,1791.8081,288.82
116,1023.9713,564.9289,1019.53845,606.6972,1863.862,1796.2903,299.13
117,1029.5327,559.8163,1021.6388,602.16534,1882.8265,1788.5306,298.11
118,1026.13,562.52905,1020.2496,604.8686,1874.4376,1794.7263,303.46
119,1027.4354,561.50806,1020.24396,604.32794,1875.1174,1789.712,288.75
120,1025.845,563.5938,1020.2688,604.32465,1873.8928,1790.1383,288.23
121,1024.8477,559.80194,1019.3838,604.0505,1878.7413,1792.4946,295.25
122,1031.5917,558.752,1023.41455,600.7883,1893.3278,1784.3042,289.3
123,1029.5482,560.74164,1021.7826,602.7056,1881.4622,1786.375,277.07
124,1036.8109,555.6595,1025.0878,599.5852,1895.3547,1780.3057,276.89
125,1037.4818,553.0163,1026.8696,597.9192,1905.9093,1776.3862,276.3
126,1035.1758,553.6559,1025.9698,598.316,1901.0435,1777.1216,275.0
127,1036.4805,554.5104,1026.0768,597.8108,1907.393,1777.94,276.22
128,1038.3163,555.86194,1025.4133,599.6053,1899.4146,1779.1414,275.64
129,1043.3441,552.6334,1029.3452,595.8056,1918.9259,1769.722,277.31
130,1036.5715,556.2786,1026.0798,598.91016,1902.4738,1778.8616,286.28
131,1038.1776,553.3251,1027.3014,597.7441,1910.6318,1775.0948,285.59
132,1041.8931,550.0546,1029.7347,595.0577,1919.5856,1769.1108,289.04
133,1041.045,554.1692,1027.2463,597.4299,1914.264,1775.1697,284.03
134,1030.2607,560.3344,1023.1294,602.2198,1887.7009,1785.4918,281.27
135,1041.1506,552.50244,1027.9607,597.51465,1912.1732,1776.0139,283.56
136,1039.1289,554.40625,1026.174,598.27795,1906.6732,1776.8108,288.11
137,1041.1669,551.68097,1028.6145,596.8595,1911.9543,1771.4541,287.11
138,1046.8878,544.3737,1031.6877,591.92206,1936.7128,1762.2732,289.29
139,1036.4133,554.51373,1026.8958,598.49805,1906.601,1777.1129,294.81
140,1036.631,556.7961,1024.9432,599.96075,1900.569,1780.8535,290.25
141,1042.7263,553.6551,1027.6735,596.91833,1920.4337,1775.5747,292.59
142,1047.179,550.62274,1031.2548,594.6353,1922.1733,1765.3857,286.69
143,1040.9839,550.7724,1029.5927,596.2997,1915.4048,1772.1832,286.45
144,1050.113,545.68933,1032.2228,592.2443,1934.7056,1760.7919,286.67
145,1046.3988,548.9226,1031.3687,594.0391,1928.9783,1765.7852,288.03
146,1045.3407,549.13214,1029.959,593.8011,1932.5288,1768.4717,286.83
147,1049.1908,544.71216,1033.11,590.81366,1943.0609,1759.1377,292.37
148,1047.319,546.7365,1032.2848,593.0979,1935.8665,1765.1655,294.64
149,1050.091,543.65375,1033.9331,591.26874,1941.4213,1759.2115,295.4
150,1049.8044,547.431,1031.4149,593.12695,1936.2749,1764.0311,290.23
151,1047.6036,547.5406,1030.645,594.05664,1934.9911,1768.8528,291.76
152,1048.2395,549.0689,1031.7377,593.44055,1938.6508,1764.8636,292.88
153,1049.1097,546.4683,1032.7511,592.58276,1937.6338,1761.1704,284.55
154,1052.9128,544.40845,1034.0428,590.93646,1945.3953,1757.2466,287.47
155,1050.8118,546.1747,1031.8878,592.5549,1940.944,1764.6365,292.11
156,1047.7991,547.77826,1031.4509,592.3251,1939.6285,1764.9315,284.02
157,1047.9403,549.24133,1030.5498,594.44934,1926.243,1764.608,282.91
158,1050.8306,543.8923,1034.6217,590.40375,1948.4579,1758.0941,295.37
159,1053.2606,544.1069,1034.0203,590.61444,1949.5935,1760.3231,299.84
160,1043.4011,549.549,1029.2792,594.4504,1935.218,1770.3152,277.82
161,1049.3466,545.9426,1032.6644,591.04816,1946.9246,1760.0432,284.63
162,1050.1985,547.30457,1031.6658,594.1419,1936.4265,1767.0273,287.21
163,1055.2908,541.4706,1036.1365,588.6869,1958.8739,1752.4592,287.28
164,1050.8494,544.74115,1032.616,591.04474,1949.6371,1762.7372,284.32
165,1049.4237,542.76263,1034.4022,590.87286,1956.4365,1758.6222,288.87
166,1056.7952,542.6235,1035.0349,589.74274,1958.3954,1757.4556,288.57
167,1055.5516,543.33875,1035.4253,589.89856,1956.2988,1757.0377,280.0
168,1052.2366,545.2195,1032.878,591.80145,1946.0098,1760.8741,283.27
169,1060.2915,542.4975,1037.0629,588.71564,1963.6458,1751.7806,279.29
170,1054.4259,543.7072,1033.8511,590.70996,1951.1084,1759.8949,274.3
171,1052.5035,546.74457,1033.4341,591.16345,1951.5917,1760.4651,273.56
172,1056.2698,543.0483,1035.0042,590.26337,1960.7666,1757.6631,274.1
173,1057.9419,539.1752,1036.5405,588.4198,1967.1046,1752.9799,274.66
174,1057.6732,540.29877,1035.8691,587.575,1968.6371,1753.4507,278.04
175,1051.6014,540.939,1033.9979,590.3996,1954.4464,1761.3666,273.42
176,1061.5149,537.92,1038.3004,586.5307,1975.456,1747.4784,279.11
177,1054.5863,539.76,1034.8289,588.8147,1965.2579,1758.1173,280.65
178,1058.7239,538.9121,1037.1288,587.1132,1969.1737,1751.2048,280.0
179,1058.3503,542.4661,1035.6481,589.56995,1959.7362,1755.1111,282.76
180,1056.1654,541.4509,1035.8326,588.82245,1965.8405,1754.6649,285.99
181,1058.5754,544.0222,1035.351,589.51587,1962.6482,1755.0168,291.06
182,1061.6133,536.81995,1038.5093,585.7934,1982.1188,1748.1595,280.76
183,1056.69,542.7352,1035.5637,589.8517,1963.1118,1756.3574,285.72
184,1061.3457,538.6502,1038.8187,586.71265,1971.9979,1747.2338,285.77
185,1060.7749,536.0851,1038.7761,586.27344,1977.374,1747.2261,281.08
186,1056.7394,540.131,1036.8274,588.14026,1963.9825,1751.737,284.06
187,1056.5153,541.3703,1036.0741,588.5298,1965.9777,1753.9679,282.48
188,1058.644,542.2328,1036.0369,588.87555,1961.9878,1753.8062,283.93
189,1059.4891,541.1616,1036.5037,588.8265,1965.0553,1754.2434,287.55
190,1061.3823,536.3899,1038.9595,586.6752,1977.656,1745.3329,282.38
191,1062.8092,535.1493,1039.3398,584.00195,1986.1226,1742.3867,284.29
192,1061.9435,537.5759,1039.7874,586.3886,1977.5466,1747.2771,285.83
193,1055.0135,540.9739,1035.0443,590.08905,1958.977,1759.2422,283.9
