epoch_id,median_real,median_fake,mean_real,mean_fake,gen_loss,disc_loss,time
40,775.34344,251.91876,710.35736,285.9805,1557.5605,888.9166,197.84
41,783.0535,247.05197,713.2735,283.07233,1576.7285,877.83923,198.99
42,770.3785,253.02528,706.61145,289.8036,1543.4185,898.33966,196.24
43,773.3128,253.74126,709.20105,288.12164,1544.6384,887.7881,196.03
44,780.32025,250.88896,710.3312,285.63235,1562.1725,883.53534,195.71
45,771.9252,255.92354,706.42,289.70663,1531.9764,896.6072,195.74
46,771.88837,253.96547,707.9836,288.44403,1550.9625,892.5166,196.43
47,767.5135,258.90964,704.9168,291.61066,1518.7191,899.00366,196.02
48,789.33734,247.76465,715.1132,283.25992,1571.5835,881.24414,202.81
49,766.73865,259.5083,703.13556,293.7187,1496.3812,904.75116,195.66
50,764.71204,260.27023,701.11993,294.2466,1508.8817,912.6514,196.04
51,758.6855,264.3102,696.4385,297.2856,1463.3562,918.28204,195.85
52,762.44946,260.84152,700.8759,295.32474,1490.5431,907.95825,197.71
53,762.4737,262.2662,700.31885,296.22104,1493.295,912.34564,197.36
54,755.2545,266.95007,696.1942,300.46426,1456.3625,923.2327,190.1
55,756.662,263.8169,697.09784,297.1563,1474.4949,916.78094,188.01
56,742.12335,271.6455,689.54803,304.6367,1424.9495,936.83093,190.32
57,754.7647,265.81558,696.6161,299.71375,1452.3063,919.5217,188.65
58,749.91565,267.37878,692.7794,301.86057,1445.0051,928.2608,189.0
59,746.44336,268.48755,690.1037,302.45502,1449.3185,934.7057,187.65
60,751.5906,267.16968,694.35266,300.3651,1453.0555,922.7619,187.91
61,732.8686,279.70364,684.4397,310.83783,1403.521,953.32623,190.6
62,739.3878,276.44058,687.33923,309.0994,1399.6093,944.4055,190.8
63,736.2322,273.30933,686.9168,307.32745,1411.0745,944.59875,190.05
64,739.14197,273.85217,687.56836,306.86346,1409.6532,938.5205,188.04
65,739.3803,273.54608,687.5126,306.33606,1416.2928,941.42975,188.24
66,755.8652,262.95453,695.0396,298.519,1466.9733,920.524,187.86
67,732.7846,275.7306,685.1996,309.16788,1403.3665,945.2098,188.87
68,729.8166,279.9399,682.7152,311.96637,1382.2562,951.78394,187.08
69,717.2353,287.14877,675.95074,317.3947,1359.8782,969.8232,188.47
70,711.7918,288.99652,673.3391,318.8216,1343.1449,970.7816,189.42
71,722.0787,285.1333,677.7974,315.65674,1361.8943,964.8919,188.7
72,729.4744,280.25885,682.7703,311.03064,1376.6769,947.7021,189.6
73,710.01624,293.55466,672.47064,322.93576,1325.7355,980.27905,188.37
74,724.67224,282.23135,680.0814,313.67285,1371.7561,955.8467,187.04
75,727.175,279.3386,684.29407,311.7161,1380.1359,947.3051,189.74
76,730.0898,278.54886,682.3588,309.99402,1394.9396,951.57605,188.85
77,722.803,282.6367,677.6,315.88605,1363.8864,964.36914,191.46
78,721.2956,284.95795,677.8518,316.06055,1351.7858,962.9804,188.9
79,713.07904,286.73923,674.09344,317.66367,1340.8042,970.59357,188.15
80,715.68585,289.201,674.56384,319.26315,1341.4193,973.7371,188.13
81,706.66656,295.71582,671.45654,324.90512,1305.6531,983.7324,187.23
82,695.656,295.6711,666.1849,326.3032,1303.1149,991.24304,188.33
83,689.9026,302.93054,661.31915,331.25204,1276.3926,1007.7779,187.48
84,688.8135,298.7075,661.904,327.8463,1286.0929,998.8353,189.93
85,675.7918,311.17712,655.6275,337.36475,1241.8932,1018.1894,189.81
86,698.5777,295.2001,667.2309,326.36377,1295.1779,991.97437,189.19
87,693.5785,300.59457,664.8794,329.66602,1280.8644,999.34595,187.38
88,673.84,309.0169,655.6107,337.03546,1244.4066,1020.36804,189.22
89,691.2134,300.7889,663.7515,329.46512,1275.7877,1001.2524,189.85
90,693.8916,300.74957,664.3175,328.95468,1290.638,1001.52637,188.16
91,673.64655,310.7193,654.64105,337.59714,1238.9454,1021.5563,188.38
92,654.7097,320.98706,646.132,345.3361,1208.3987,1041.2601,187.94
93,668.2165,315.881,653.2801,342.11404,1214.1874,1027.2893,188.22
94,663.7288,316.35928,650.07294,342.15137,1223.7072,1032.4818,189.52
95,666.9412,316.9001,651.1951,343.35226,1215.9565,1031.8389,188.4
96,683.59875,301.16846,660.67554,329.49014,1278.5455,1004.0569,186.81
97,661.00336,318.45978,649.05054,344.14044,1217.869,1037.9333,187.48
98,643.6469,327.564,639.6101,352.1471,1181.3046,1058.6481,186.16
99,654.5509,322.66748,646.89734,347.26657,1205.5938,1044.8995,187.79
100,654.29846,322.27603,645.8205,346.1847,1212.2128,1045.5076,186.18
101,649.6437,323.22122,643.7365,348.35315,1203.7893,1049.5087,187.23
102,624.0084,338.21896,630.49915,360.45352,1141.954,1082.8236,187.81
103,657.3355,325.45477,646.11224,349.38477,1194.876,1047.1095,187.69
104,642.9229,331.51685,638.86066,355.14944,1169.7839,1065.7097,188.69
105,640.4733,329.19662,638.7359,353.88437,1168.2322,1062.7756,186.19
106,647.1526,323.25348,642.2296,348.75803,1194.5354,1053.4225,188.25
107,632.5716,335.81766,633.27185,360.1536,1152.4098,1080.7922,195.73
108,640.19135,329.17154,639.94055,353.28552,1171.0553,1059.3712,196.28
109,650.638,321.5451,643.9795,347.53058,1203.2286,1048.9282,196.5
110,636.45667,331.01468,636.526,355.6174,1166.8685,1067.3589,196.24
110,643.5355,326.72397,642.4764,351.56204,1181.8011,1057.725,200.92
111,644.93146,328.5377,641.34674,351.6402,1187.8551,1059.3839,193.98
112,637.5095,330.74188,636.9619,356.37997,1157.2656,1072.7554,193.8
113,653.7374,324.24683,646.4316,350.01627,1195.8684,1057.6919,193.65
114,633.0992,333.29382,635.0716,357.2899,1148.379,1074.2322,195.55
115,622.21893,338.02185,631.3106,360.86987,1139.8025,1082.4005,200.1
116,633.10846,332.09402,635.2906,355.8677,1153.6708,1069.6339,197.54
117,629.00616,334.87076,634.4259,358.07968,1154.5569,1078.8038,197.63
118,639.49286,329.78058,637.2232,355.60965,1167.2278,1072.1892,200.09
119,634.8072,333.20096,636.6194,356.59134,1162.7961,1072.3177,199.28
